# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.57    1.5735E45   6.7484E44   6.3807926     10.934507     
  0.374   2.0367E44   7.4255E43   8.424959      2.3475473     
  0.409   7.0467E44   3.021E44    19.149206     4.9542465     
  0.571   4.8934E44   2.2252E44   9.767397      12.666052     
  0.256   1.4109E44   6.3856E43   21.666277     2.888854      
  0.479   6.8666E44   2.9438E44   156.07785     23.897223     
  0.137   2.5278E43   1.264E43    5.450239      1.2517881     
  0.097   3.9651E44   4.1461E43   32.588837     2.0470152     
  0.081   2.0323E43   9.6499E42   5.8621235     1.1781551     
  0.326   2.4348E44   9.7286E43   7.0062466     2.038843      
  0.47    8.5653E44   5.4167E44   9.599592      9.232521      
  0.386   8.4496E44   1.7012E44   14.435419     2.9353929     
  0.069   2.7313E43   7.7862E42   15.533777     2.7122478     
  0.097   3.6402E43   2.3444E43   5.8468685     1.1230283     
  0.613   3.6496E44   2.3936E44   26.12073      23.8464       
  0.174   5.4291E43   2.3118E43   6.090948      1.7092943     
  0.199   6.8252E43   2.4153E43   35.365242     2.8431957     
  0.341   2.2014E44   1.3856E44   7.387621      1.9761358     
  0.11    2.6769E43   1.7274E43   6.853697      1.5574541     
  0.566   5.6361E44   2.0267E44   16.006681     13.529478     
  0.087   8.0731E42   4.3737E42   6.5791073     1.6819441     
  0.117   3.5333E43   9.4006E42   54.2509       3.9404843     
  0.448   4.1317E44   1.6401E44   5.541769      3.5900502     
  0.101   1.6735E43   6.8496E42   14.893068     1.493224      
  0.56    7.0845E44   2.3152E44   25.220686     46.183704     
  0.357   2.2607E44   1.4612E44   5.3129444     1.5978065     
  0.469   1.0569E45   3.424E44    9.706377      6.9811907     
  0.271   1.3647E44   4.723E43    71.85514      4.0288334     
  0.598   4.2888E45   8.8134E44   14.282869     19.557945     
  0.513   8.5095E44   3.8804E44   11.00305      9.00636       
  0.091   1.7463E44   3.5681E43   73.80778      3.4083333     
  0.279   2.3357E44   6.8787E43   7.1130314     1.757205      
  0.547   1.9819E45   8.4571E44   9.492807      9.643028      
  0.389   3.0724E44   1.2497E44   23.29856      11.187218     
  0.195   2.2924E44   4.4658E43   6.4875774     1.624395      
  0.456   2.3394E44   1.0239E44   17.608454     14.157605     
  0.467   1.3389E45   2.4683E44   6.151968      4.4070997     
  0.422   3.597E44    1.2372E44   8.546999      2.7929375     
  0.262   1.0794E44   4.9314E43   13.73369      10.35356      
  0.432   2.1318E44   9.3834E43   6.9757366     3.5240173     
  0.426   2.4893E44   9.7083E43   49.765938     7.554171      
  0.097   2.1197E43   8.709E42    7.7384853     1.5323505     
  0.391   2.9527E44   1.6192E44   30.941301     4.992813      
  0.419   3.1043E44   1.3464E44   20.461134     17.853422     
  0.424   3.5547E44   1.3087E44   7.7689953     10.951282     
  0.063   1.7221E43   4.2244E42   10.118261     1.173584      
  0.16    6.1638E43   1.8243E43   13.67267      1.9044515     
  0.209   2.6224E44   4.3356E43   6.182478      1.6412857     
  0.129   2.2288E43   9.3117E42   24.534212     2.1723282     
  0.623   6.7559E44   2.4609E44   35.73136      33.652103     
  0.616   6.3964E44   2.3199E44   15.915152     20.967402     
  0.549   5.2415E44   1.8803E44   5.2061596     7.85732       
  0.388   2.5109E44   9.599E43    21.284903     4.0588036     
  0.129   5.3706E43   1.4181E43   35.94493      2.7016985     
  0.265   1.2378E44   4.4357E43   30.270082     2.9376118     
  0.62    5.0596E44   2.2146E44   44.762306     32.619617     
  0.244   1.8153E44   4.4717E43   32.451546     2.730333      
  0.356   4.2635E44   1.1012E44   6.060438      1.7167213     
  0.539   2.746E44    1.4373E44   13.85573      11.836882     
  0.418   2.4167E44   1.04E44     6.777422      3.225198      
  0.246   2.4319E44   5.1017E43   12.467527     1.9715958     
  0.27    1.1899E44   4.4497E43   5.450239      1.4778073     
  0.194   8.5047E43   2.5229E43   21.757807     2.3205135     
  0.42    3.4473E44   1.5633E44   29.21749      5.943226      
  0.425   2.5254E44   1.0993E44   36.61615      6.1560683     
  0.351   1.9095E44   7.1749E43   5.1298847     1.7591794     
  0.307   1.3722E44   5.9556E43   6.045183      1.7354752     
  0.637   9.3607E44   2.9465E44   7.799505      16.171192     
  0.193   7.8499E43   2.5793E43   58.232452     2.9255278     
  0.193   4.1539E43   2.0547E43   5.3892193     1.5258025     
  0.405   3.4029E44   1.2684E44   5.3281994     2.4743228     
  0.481   4.2291E44   1.8041E44   13.398081     7.052265      
  0.085   1.3844E43   6.5534E42   8.516489      1.2772256     
  0.199   6.0091E43   3.0471E43   5.694319      1.5597795     
  0.428   7.9013E44   4.2399E44   7.341856      3.1678603     
  0.306   1.8719E44   8.5314E43   6.609617      1.6181511     
  0.221   1.2865E44   3.7916E43   20.339094     3.7791655     
  0.072   2.0636E43   1.1428E43   6.731657      1.3344274     
  0.272   1.9327E44   5.565E43    5.8468685     1.4338142     
  0.433   1.8605E44   1.1061E44   17.577944     5.7605515     
  0.409   4.0406E44   1.3263E44   31.383696     5.6874313     
  0.259   1.3466E44   5.172E43    7.204561      1.7408296     
  0.479   1.8755E45   2.7894E44   20.705214     8.138456      
  0.179   9.3258E43   4.0025E43   14.237104     3.2869802     
  0.472   2.6069E44   1.1682E44   13.67267      6.519566      
  0.481   5.0095E44   1.8768E44   9.096178      10.252901     
  0.23    1.0767E44   4.2619E43   49.567627     3.1330962     
  0.416   3.2574E44   1.1038E44   7.0672665     2.9446769     
  0.235   1.732E44    5.3091E43   5.2519245     1.6216292     
  0.531   4.9763E44   1.8343E44   11.384424     11.8504305    
  0.198   1.5355E44   7.3739E43   7.280836      1.4235696     
  0.067   2.8798E43   1.0601E43   20.11027      1.9490504     
  0.245   1.5019E44   6.717E43    10.103006     1.9935493     
  0.173   4.7637E44   5.0334E43   34.510963     3.267166      
  0.665   9.3507E44   2.919E44    13.321806     39.080048     
  0.48    2.1442E44   1.1326E44   7.6469555     5.1010947     
  0.474   1.8291E44   1.1016E44   17.867788     7.0647054     
  0.408   1.3784E44   7.6841E43   7.1435413     5.5331187     
  0.442   9.4381E44   1.8239E44   16.92198      5.275029      
  0.571   8.6962E44   2.6795E44   6.274008      11.056563     
  0.39    5.1563E44   2.4365E44   7.9368        2.4473085     
  0.067   8.5608E42   2.9358E42   14.0693       2.073234      
  0.249   1.5467E44   8.3281E43   12.086153     2.139878      
  0.573   1.0025E45   4.0243E44   7.6774654     12.200678     
  0.564   3.8668E44   1.7885E44   22.123926     18.077898     
  0.241   1.0386E44   3.845E43    12.467527     1.9869349     
  0.197   7.6391E43   2.6712E43   12.162428     2.228042      
  0.488   5.3393E45   5.2305E44   15.503267     27.56821      
  0.408   2.7272E44   9.9103E43   28.469995     4.4393554     
  0.565   3.3007E44   1.7561E44   6.838442      9.619511      
  0.551   6.4637E44   2.0704E44   6.3350277     8.625549      
  0.457   3.0064E44   1.2899E44   7.952055      4.1127276     
  0.23    6.1534E43   2.8696E43   16.327036     2.4284375     
  0.344   2.6582E44   1.4473E44   6.701147      1.8903304     
  0.4     2.5677E44   9.8254E43   7.7842503     5.1652675     
  0.403   5.3475E44   2.5381E44   17.471159     4.254566      
  0.571   3.8185E44   1.8374E44   5.1603947     83.88172      
  0.502   5.5091E44   2.6834E44   67.27865      16.69212      
  0.189   5.1353E43   2.437E43    7.860525      1.7727025     
  0.385   3.9606E44   1.1045E44   70.54321      11.574561     
  0.206   6.2283E43   2.7286E43   5.8773785     1.8344953     
  0.311   2.7726E44   8.105E43    7.6469555     2.1908188     
  0.649   6.3386E44   2.6826E44   15.701582     28.49909      
  0.095   4.2943E43   1.888E43    12.116663     1.8916621     
  0.24    5.8483E43   3.0193E43   7.1587963     2.2690933     
  0.441   2.3157E44   1.2684E44   5.068865      2.5983937     
  0.345   5.138E44    1.9075E44   26.746183     3.3535533     
  0.555   4.9309E44   2.1862E44   13.73369      24.426529     
  0.341   2.3775E44   1.1086E44   11.475954     2.0079203     
  0.393   5.0008E44   1.7159E44   101.34301     7.7266493     
  0.477   9.8936E44   3.1975E44   8.684294      5.815482      
  0.494   4.1329E44   2.2032E44   8.745314      7.4096303     
  0.404   2.9452E44   1.3812E44   19.255991     5.9039016     
  0.295   1.5337E44   7.8983E43   16.067701     2.0722678     
  0.121   2.5418E43   1.2064E43   11.750544     1.4459262     
  0.06    8.8876E43   1.3577E43   11.826818     1.6186538     
  0.128   3.2133E43   1.3958E43   12.452272     1.8072748     
  0.083   3.0141E43   8.2504E42   21.712042     2.5547004     
  0.365   1.8213E44   9.3581E43   9.370768      2.3219428     
  0.597   1.7695E45   4.6949E44   9.965712      17.426973     
  0.357   2.7967E44   1.1852E44   43.57242      3.788943      
  0.576   4.6642E44   2.6454E44   21.269648     17.317524     
  0.253   1.043E44    4.139E43    20.23231      2.7187886     
  0.096   2.9504E43   7.4939E42   8.882608      1.6670972     
  0.223   8.2571E43   3.2428E43   17.638964     2.4174335     
  0.332   1.9167E44   7.3928E43   8.348684      1.8114533     
  0.56    9.4217E44   3.1105E44   5.3129444     9.020461      
  0.492   5.3095E44   3.0075E44   10.81999      6.6258264     
  0.08    1.253E43    4.2863E42   5.3281994     0.82423276    
  0.458   4.5268E44   1.6981E44   25.90716      8.9275465     
  0.35    2.0048E44   8.0192E43   35.060143     3.2829726     
  0.572   7.6478E44   2.8518E44   20.033995     18.880709     
  0.051   1.9057E43   4.052E42    7.0062466     1.476445      
  0.491   4.4246E44   1.9191E44   12.482782     19.221258     
  0.585   5.2194E44   2.9873E44   7.9368        29.218914     
  0.06    2.3893E43   5.2592E42   17.684729     1.9472558     
  0.264   1.902E44    6.7243E43   72.37381      4.630783      
  0.371   4.5684E44   1.8559E44   6.5943623     2.1507518     
  0.356   3.5086E44   1.5677E44   13.352316     2.353747      
  0.351   1.426E44    6.742E43    11.06407      3.5789359     
  0.368   1.4891E44   7.4237E43   9.645357      4.5911603     
  0.393   2.2486E44   1.1487E44   14.313379     3.2138307     
  0.128   4.601E43    1.6692E43   5.465494      1.3970451     
  0.357   3.3903E44   1.0471E44   42.71814      6.10408       
  0.375   5.1361E44   1.3317E44   20.095015     4.512886      
  0.233   1.7686E44   5.1773E43   29.736158     3.055378      
  0.427   3.371E44    1.5818E44   14.03879      19.235903     
  0.495   3.8822E44   1.5128E44   52.61862      14.243797     
  0.479   1.4201E45   3.1495E44   6.624872      5.0231895     
  0.498   3.5851E44   1.6853E44   5.7248287     4.980037      
  0.242   2.5303E44   6.1433E43   16.64739      2.224543      
  0.507   5.8033E44   2.3456E44   22.184946     22.838568     
  0.155   5.7912E43   2.1116E43   17.37963      1.9119997     
  0.287   2.068E44    7.2608E43   5.9231434     1.5676636     
  0.448   3.6465E44   1.3501E44   12.894667     5.411041      
  0.6     7.2862E44   3.9157E44   6.807932      23.533049     
  0.234   1.4433E44   3.734E43    10.438616     2.1422195     
  0.266   1.7045E44   6.1023E43   25.23594      2.8259652     
  0.503   4.677E44    1.8684E44   11.735289     7.4826107     
  0.168   8.9902E43   2.4577E43   19.68313      2.076924      
  0.397   2.5218E44   9.008E43    10.575911     3.0358288     
  0.257   9.981E43    4.9207E43   7.326601      1.606266      
  0.526   5.485E44    2.9575E44   7.372366      15.546034     
  0.054   5.3823E43   8.0472E42   6.182478      0.85916436    
  0.056   1.6342E43   3.1293E42   9.4165325     1.4462343     
  0.559   4.3893E44   1.7478E44   53.28984      24.515997     
  0.278   2.6907E44   7.4647E43   31.97864      2.781007      
  0.087   4.0981E43   1.9699E43   8.287664      1.2526015     
  0.375   2.3869E44   9.0124E43   6.5333424     1.7450247     
  0.594   5.3779E44   2.1315E44   54.72381      32.407944     
  0.604   5.2912E44   2.2561E44   5.434984      13.345798     
  0.053   6.6907E42   2.7163E42   10.148771     1.422928      
  0.198   2.7205E44   5.4324E43   7.5706806     1.420639      
  0.593   8.1039E44   2.5712E44   6.762167      12.235634     
  0.564   3.0128E44   1.5518E44   7.799505      10.194166     
  0.582   5.7946E44   2.6102E44   8.104605      33.27596      
  0.633   6.0983E44   2.2809E44   53.1678       65.357216     
  0.345   1.4735E44   6.1084E43   61.542778     3.7397344     
  0.382   1.9274E44   1.2316E44   36.02121      4.348371      
  0.242   1.4742E44   4.1301E43   23.069735     3.3096833     
  0.209   6.4215E43   2.5928E43   50.360886     3.0929062     
  0.329   1.8717E44   6.8927E43   58.293472     3.5668585     
  0.643   8.6638E44   3.8249E44   10.423361     41.332127     
  0.303   1.863E44    6.0059E43   16.46433      2.4272428     
  0.311   1.3956E44   5.0917E43   16.189741     2.370596      
  0.249   1.158E44    3.6686E43   41.05535      3.170943      
  0.102   2.2057E43   6.5327E42   10.499636     1.2677678     
  0.249   1.3492E44   7.3421E43   13.291296     4.806404      
  0.571   6.2794E44   2.0349E44   8.546999      136.39784     
  0.215   5.4997E43   2.417E43    16.34229      2.2671242     
  0.224   9.8698E43   2.9259E43   46.623413     2.95811       
  0.31    1.9911E44   9.7393E43   5.7095737     1.5423717     
  0.55    8.5678E44   4.0558E44   5.541769      6.436173      
  0.193   3.4311E43   1.7065E43   6.167223      1.3843672     
  0.594   7.6254E44   3.1173E44   9.721632      16.858063     
  0.596   4.7387E44   2.0042E44   19.576345     22.118126     
  0.548   4.1369E44   1.6082E44   15.472757     36.286575     
  0.072   1.0375E43   4.1782E42   8.02833       1.2847213     
  0.233   8.1425E43   5.2336E43   30.559927     3.6213222     
  0.475   2.1409E44   1.0244E44   12.116663     6.9370875     
  0.177   4.7099E43   1.6942E43   18.355947     1.9704047     
  0.22    5.8619E43   2.4571E43   14.694754     1.9307152     
  0.11    1.5451E44   3.0491E43   59.65116      2.7470176     
  0.172   1.1038E44   2.7159E43   59.83422      3.4911845     
  0.193   1.3273E44   2.7677E43   14.694754     2.4361517     
  0.541   6.2991E44   2.7564E44   24.427427     21.97645      
  0.357   2.3919E44   7.8375E43   19.80517      3.0948944     
  0.261   9.7334E43   3.6429E43   25.69359      2.702803      
  0.244   8.9857E43   3.2479E43   26.288534     2.6244469     
  0.203   7.4524E43   2.4763E43   6.106203      1.3942428     
  0.548   4.7877E44   1.8772E44   5.602789      9.261169      
  0.418   2.9745E44   1.0638E44   29.553099     5.802335      
  0.442   6.1688E44   3.2655E44   6.106203      4.716282      
  0.206   5.4248E43   2.2024E43   11.887838     1.5530162     
  0.407   2.9808E44   1.0611E44   5.3434544     2.128256      
  0.189   6.7186E43   2.5215E43   29.446314     2.2405124     
  0.47    2.9332E44   1.6207E44   36.78396      14.861722     
  0.25    2.6913E44   5.6357E43   77.81984      3.7369888     
  0.255   1.2092E44   4.0077E43   30.941301     2.650394      
  0.269   9.95E43     4.2041E43   10.81999      2.947775      
  0.159   4.6268E43   1.636E43    33.504135     2.0800443     
  0.185   9.2616E43   2.3491E43   9.248728      1.7153213     
  0.333   1.81E44     1.1482E44   13.7642       2.4353888     
  0.487   1.7812E44   1.0248E44   6.609617      5.2635627     
  0.551   3.4921E44   1.6674E44   44.121597     19.777977     
  0.549   6.1578E44   2.0029E44   74.35696      28.151314     
  0.075   1.7118E43   1.1015E43   5.1756496     1.2841759     
  0.262   1.5537E44   7.4646E43   17.394884     2.5573153     
  0.316   1.1462E44   5.5326E43   94.23419      4.6152105     
  0.328   2.496E44    8.2423E43   189.40997     5.777111      
  0.542   5.1913E44   3.2374E44   17.028765     11.98936      
  0.265   1.9795E44   7.4991E43   44.075836     2.9918454     
  0.192   1.1998E44   5.6905E43   7.860525      1.6899217     
  0.195   4.292E43    1.9585E43   7.1587963     1.3930112     
  0.193   5.5941E43   2.265E43    12.269213     1.8217465     
  0.307   1.5693E44   5.9315E43   5.480749      1.6794002     
  0.18    2.0688E44   3.1825E43   63.053024     3.1954937     
  0.539   5.2028E44   1.6827E44   8.623274      12.16481      
