5.886891406250000000e+04 1.414607812500000000e+05 2.986117187500000000e+05 7.111318750000000000e+05 2.272475000000000000e+06 6.361435000000000000e+06 1.399854900000000000e+07 3.038770000000000000e+07 7.363803200000000000e+07 1.650030880000000000e+08 3.346467200000000000e+08 6.074760320000000000e+08 1.018843584000000000e+09 1.946339968000000000e+09 4.971279360000000000e+09 1.208500531200000000e+10 2.620283084800000000e+10 5.168745676800000000e+10 9.055311462400000000e+10 1.489481564160000000e+11 2.340686397440000000e+11 4.101755699200000000e+11 9.243688304640000000e+11 1.956868653056000000e+12 3.515994865664000000e+12 5.502002528256000000e+12 8.000045056000000000e+12 1.172148374732800000e+13 1.754870684057600000e+13 2.782394528563200000e+13 4.626180577689600000e+13 7.850888999731200000e+13 1.373994263511040000e+14 2.476720070328320000e+14 6.351811699015680000e+14 2.293196319096832000e+15 6.929233947394048000e+15 1.770390029126860800e+16 4.154410625767833600e+16 9.589575345242112000e+16 2.897334429066199040e+17 8.472532176359915520e+17 1.518328388618551296e+18 2.044222601160556544e+18 2.269138424860508160e+18 1.846007730146377728e+18 1.220806452017364992e+18 5.550122697427517440e+17 9.412438868046643200e+16 5.934054054559744000e+15 1.023688275132416000e+16 1.902167141960908800e+16 4.126630347800576000e+16 1.691236831288360960e+17 3.171618943328583680e+17 4.259538969768755200e+17 4.569531154935316480e+17 3.870320099873259520e+17 2.546026891895111680e+17 1.056798092117934080e+17 4.758139043840000000e+12
3.317300000000000000e+04 8.680991406250000000e+04 1.872853906250000000e+05 3.600724375000000000e+05 1.183503375000000000e+06 3.739155750000000000e+06 8.484763000000000000e+06 1.646276300000000000e+07 4.205798400000000000e+07 9.622043200000000000e+07 2.024263840000000000e+08 3.705263360000000000e+08 6.251438720000000000e+08 1.002392256000000000e+09 2.698459136000000000e+09 6.936694272000000000e+09 1.523611852800000000e+10 3.128771174400000000e+10 5.501850828800000000e+10 9.124279091200000000e+10 1.435809546240000000e+11 2.194354012160000000e+11 5.213263626240000000e+11 1.174034317312000000e+12 2.184942714880000000e+12 3.432216788992000000e+12 4.906237296640000000e+12 7.205929091072000000e+12 1.065082578534400000e+13 1.670325783756800000e+13 2.783229195059200000e+13 4.686383939584000000e+13 8.164674109440000000e+13 1.456782945812480000e+14 2.707014706790400000e+14 1.135718470516736000e+15 3.750874128056320000e+15 9.879356788703232000e+15 2.335889689883443200e+16 5.281579695446425600e+16 1.253938894890598400e+17 5.218260882387107840e+17 9.802531677887528960e+17 1.321809376851263488e+18 1.494176928519684096e+18 1.188135288631721984e+18 7.817960606190796800e+17 3.267500480439255040e+17 5.507949812252672000e+15 9.190281899409408000e+15 1.620168393988505600e+16 3.163146991488204800e+16 9.055849208296243200e+16 2.639196243057704960e+17 4.355912538332856320e+17 5.851230485044264960e+17 6.281507867899985920e+17 5.333100061544939520e+17 3.550523706960773120e+17 1.806317044010844160e+17 2.962243239018496000e+16
1.796734179687500000e+04 4.624930468750000000e+04 1.025162500000000000e+05 1.996970781250000000e+05 5.926846250000000000e+05 1.864124500000000000e+06 4.362443000000000000e+06 8.556872000000000000e+06 2.058405200000000000e+07 4.812850800000000000e+07 1.009986160000000000e+08 1.892735520000000000e+08 3.171898560000000000e+08 5.117534080000000000e+08 1.260444928000000000e+09 3.362539008000000000e+09 7.486925824000000000e+09 1.553092710400000000e+10 2.776441036800000000e+10 4.587201740800000000e+10 7.265384038400000000e+10 1.105000529920000000e+11 2.456272076800000000e+11 5.741135790080000000e+11 1.093474385920000000e+12 1.769350365184000000e+12 2.509753810944000000e+12 3.633827282944000000e+12 5.358673723392000000e+12 8.362966646784000000e+12 1.393308991488000000e+13 2.343582669209600000e+13 4.065290564403200000e+13 7.236254013849600000e+13 1.337484692684800000e+14 5.079521589985280000e+14 1.765247799001088000e+15 4.738462397759488000e+15 1.135435163736473600e+16 2.562882362199244800e+16 6.023521551935078400e+16 2.346179830229237760e+17 5.055269622282977280e+17 6.845714700550799360e+17 8.109326377188065280e+17 6.090757718765731840e+17 3.980014251807866880e+17 1.354746673590435840e+17 6.080814697676800000e+15 1.013623985641881600e+16 1.784175048785920000e+16 3.469787470076313600e+16 9.731663171315302400e+16 2.931769758858608640e+17 4.838783685513707520e+17 6.499839266217000960e+17 6.977702137933332480e+17 5.923856664032706560e+17 3.942874467008512000e+17 2.002516132254187520e+17 2.966394324910080000e+16
6.912736328125000000e+03 1.692479882812500000e+04 4.137212890625000000e+04 8.439098437500000000e+04 1.736078750000000000e+05 5.447087500000000000e+05 1.470131125000000000e+06 3.021239250000000000e+06 5.618482500000000000e+06 1.468783200000000000e+07 3.060188400000000000e+07 6.363191600000000000e+07 1.039937280000000000e+08 1.724911040000000000e+08 2.674740960000000000e+08 8.959572480000000000e+08 2.141105792000000000e+09 4.665563136000000000e+09 8.977100800000000000e+09 1.460352716800000000e+10 2.378046054400000000e+10 3.543971840000000000e+10 5.569289011200000000e+10 1.607815823360000000e+11 3.412714127360000000e+11 6.228675788800000000e+11 8.567215882240000000e+11 1.169102077952000000e+12 1.706760470528000000e+12 2.608525475840000000e+12 4.345922846720000000e+12 7.281016045568000000e+12 1.239472301670400000e+13 2.184044766822400000e+13 3.940575870976000000e+13 7.591722955571200000e+13 3.991513092587520000e+14 1.202177318060032000e+15 3.097863542276096000e+15 6.932668847489024000e+15 1.543315108187340800e+16 3.719049547821875200e+16 1.791991781890457600e+17 2.465155750087884800e+17 3.411949851330478080e+17 2.108548223273533440e+17 1.338463593577840640e+17 3.411840415563776000e+15 5.508791625842688000e+15 9.191537103601664000e+15 1.620357157801164800e+16 3.163431318323200000e+16 9.056280423012761600e+16 2.639262385554063360e+17 4.356013212366274560e+17 5.851383042282618880e+17 6.281740139731353600e+17 5.333456028434432000e+17 3.551016082011586560e+17 1.806957337735331840e+17 2.970000808948531200e+16
2.773100341796875000e+03 6.049811523437500000e+03 1.240573632812500000e+04 2.538102929687500000e+04 5.975453906250000000e+04 1.293354687500000000e+05 2.511920781250000000e+05 5.813237500000000000e+05 1.225535750000000000e+06 2.021867750000000000e+06 3.538402250000000000e+06 9.248523000000000000e+06 1.349227000000000000e+07 2.275378600000000000e+07 3.467348400000000000e+07 6.983079200000000000e+07 1.204771600000000000e+08 5.265543360000000000e+08 8.643256320000000000e+08 1.432451456000000000e+09 2.682314752000000000e+09 3.289088512000000000e+09 6.304846336000000000e+09 1.007055462400000000e+10 1.784195686400000000e+10 8.088946278400000000e+10 1.132386549760000000e+11 1.397219164160000000e+11 1.501841326080000000e+11 2.711228579840000000e+11 5.099597004800000000e+11 6.720400916480000000e+11 1.221252874240000000e+12 2.127915515904000000e+12 3.439926444032000000e+12 7.100481142784000000e+12 1.438589019750400000e+13 2.996910528921600000e+13 2.312356872847360000e+14 4.870899593379840000e+14 1.001224656650240000e+15 2.123068235317248000e+15 4.787926462365696000e+15 1.261493849738444800e+16 9.108259835215872000e+16 9.008396611092480000e+14 1.412601053446144000e+15 2.244143497609216000e+15 3.605281447608320000e+15 5.936270257684480000e+15 1.024020490852761600e+16 1.902669223637811200e+16 4.127393992985804800e+16 1.691353310801428480e+17 3.171795895981178880e+17 4.259808693714944000e+17 4.569942097406197760e+17 3.870923113281617920e+17 2.546866987498209280e+17 1.057889958703923200e+17 1.362147032432640000e+14
1.295054931640625000e+03 3.031847412109375000e+03 6.394890136718750000e+03 1.156994433593750000e+04 2.541319335937500000e+04 5.977178515625000000e+04 1.191710156250000000e+05 2.100807031250000000e+05 3.945680312500000000e+05 7.496431875000000000e+05 1.328033875000000000e+06 2.150844250000000000e+06 3.098697250000000000e+06 4.164468750000000000e+06 7.909861500000000000e+06 1.823908200000000000e+07 3.693594000000000000e+07 6.901640800000000000e+07 1.102952320000000000e+08 1.659914080000000000e+08 2.453014240000000000e+08 3.623352000000000000e+08 7.670644480000000000e+08 1.805559808000000000e+09 3.763939840000000000e+09 6.937330176000000000e+09 1.143759462400000000e+10 1.840759603200000000e+10 2.826745241600000000e+10 4.258482995200000000e+10 6.559993446400000000e+10 1.008950394880000000e+11 1.583738880000000000e+11 2.521221529600000000e+11 4.075666472960000000e+11 9.603409510400000000e+11 2.451299631104000000e+12 5.417791913984000000e+12 1.094344874393600000e+13 2.022102060236800000e+13 3.590485704704000000e+13 6.109997826048000000e+13 1.010148290068480000e+14 1.674416823992320000e+14 2.818826966138880000e+14 4.572835573923840000e+14 7.166315336826880000e+14 1.137648924098560000e+15 1.814342630637568000e+15 2.981830705807360000e+15 5.119010995699712000e+15 9.417094827343872000e+15 2.000696912956620800e+16 7.623759364934860800e+16 1.641782688056606720e+17 2.225414111599001600e+17 2.639792556317081600e+17 1.982298518601072640e+17 1.292905329280942080e+17 4.314012039983923200e+16 1.153504399851520000e+14
4.486231384277343750e+02 1.009346984863281250e+03 2.356426269531250000e+03 4.472436035156250000e+03 7.654145996093750000e+03 1.819938867187500000e+04 3.946387890625000000e+04 7.284996093750000000e+04 1.185483125000000000e+05 2.342041250000000000e+05 4.183091250000000000e+05 7.376597500000000000e+05 1.061877875000000000e+06 1.459048625000000000e+06 1.821367500000000000e+06 4.976173000000000000e+06 1.083699800000000000e+07 2.192537200000000000e+07 3.702516800000000000e+07 5.372084400000000000e+07 8.025544000000000000e+07 1.130802480000000000e+08 1.794503200000000000e+08 4.812096000000000000e+08 1.085849088000000000e+09 2.214387712000000000e+09 3.653590272000000000e+09 5.785842176000000000e+09 9.091391488000000000e+09 1.351502540800000000e+10 2.066819072000000000e+10 3.167830835200000000e+10 4.924357017600000000e+10 7.850008576000000000e+10 1.250890711040000000e+11 2.066804572160000000e+11 6.298013532160000000e+11 1.501654810624000000e+12 3.261184606208000000e+12 6.093572931584000000e+12 1.087268873830400000e+13 1.884908892979200000e+13 3.121790477926400000e+13 5.122225392844800000e+13 8.488703387238400000e+13 1.450478571356160000e+14 2.252491907399680000e+14 3.540987800453120000e+14 5.559306682368000000e+14 9.037452064849920000e+14 1.515889245552640000e+15 2.679857729241088000e+15 5.157035951783936000e+15 1.193971702510387200e+16 5.805863776288768000e+16 7.999927203607347200e+16 1.109849442258780160e+17 6.841907383841587200e+16 4.309482996970291200e+16 6.499626437836800000e+13 7.938531498393600000e+13
1.425902862548828125e+02 2.643750610351562500e+02 5.076672363281250000e+02 1.063158691406250000e+03 1.861731079101562500e+03 2.893489746093750000e+03 4.678416015625000000e+03 1.151737207031250000e+04 1.901741015625000000e+04 2.519065234375000000e+04 3.693448828125000000e+04 9.215298437500000000e+04 1.249576953125000000e+05 1.799442812500000000e+05 1.956140000000000000e+05 3.082586562500000000e+05 4.231452187500000000e+05 2.435259250000000000e+06 3.647459750000000000e+06 5.296192000000000000e+06 8.449262000000000000e+06 9.059422000000000000e+06 1.751089200000000000e+07 2.443408000000000000e+07 4.451367600000000000e+07 2.094168800000000000e+08 3.455687680000000000e+08 5.411950720000000000e+08 7.242943360000000000e+08 1.181555200000000000e+09 2.050573824000000000e+09 2.456108544000000000e+09 4.134529280000000000e+09 6.932060160000000000e+09 1.005566873600000000e+10 1.699324928000000000e+10 2.739474841600000000e+10 4.760157388800000000e+10 2.768161341440000000e+11 4.822973153280000000e+11 8.318357340160000000e+11 1.458200903680000000e+12 2.519151411200000000e+12 4.327658225664000000e+12 6.527871090688000000e+12 1.078570726195200000e+13 1.905059587686400000e+13 3.365014392012800000e+13 4.017405034496000000e+13 6.936253484236800000e+13 1.216244980121600000e+14 1.934944507002880000e+14 3.402841519554560000e+14 6.561894655590400000e+14 1.403391704039424000e+15 3.960671737741312000e+15 2.959438840122572800e+16 1.449491903283200000e+13 2.222575111372800000e+13 3.047649443840000000e+13 3.784517143756800000e+13
6.352666473388671875e+01 1.201744384765625000e+02 2.134722137451171875e+02 3.704977722167968750e+02 5.864432373046875000e+02 8.999422607421875000e+02 1.363781127929687500e+03 2.177875488281250000e+03 3.109603759765625000e+03 4.199136230468750000e+03 5.509565429687500000e+03 7.683584472656250000e+03 9.339671875000000000e+03 1.115175683593750000e+04 1.502306542968750000e+04 2.403004492187500000e+04 3.776041406250000000e+04 8.468473437500000000e+04 1.176920000000000000e+05 1.585589062500000000e+05 2.163305937500000000e+05 2.796036562500000000e+05 4.725362500000000000e+05 6.931738750000000000e+05 1.152539375000000000e+06 2.480460750000000000e+06 3.736309500000000000e+06 5.518569000000000000e+06 7.644307000000000000e+06 1.088174300000000000e+07 1.612086100000000000e+07 2.166222000000000000e+07 3.210665000000000000e+07 4.767360800000000000e+07 6.579430000000000000e+07 9.999663200000000000e+07 1.503210880000000000e+08 2.326492960000000000e+08 6.075107840000000000e+08 9.363736960000000000e+08 1.432413952000000000e+09 2.201618688000000000e+09 3.351555584000000000e+09 5.098412032000000000e+09 7.209345536000000000e+09 1.057258188800000000e+10 1.638656614400000000e+10 2.547083673600000000e+10 3.426003558400000000e+10 5.278667571200000000e+10 8.095242649600000000e+10 1.137220648960000000e+11 1.706982604800000000e+11 2.621470146560000000e+11 3.972920115200000000e+11 6.017438187520000000e+11 9.331960709120000000e+11 1.400254627840000000e+12 2.045442260992000000e+12 3.160525504512000000e+12 4.907535433728000000e+12
3.210499191284179688e+01 6.170488357543945312e+01 1.106778793334960938e+02 1.818054504394531250e+02 2.723532104492187500e+02 4.190071716308593750e+02 6.280783081054687500e+02 9.233537597656250000e+02 1.276479980468750000e+03 1.726130126953125000e+03 2.223511962890625000e+03 2.808204833984375000e+03 3.389739746093750000e+03 4.001967041015625000e+03 5.058889648437500000e+03 8.600898437500000000e+03 1.432595312500000000e+04 2.346049023437500000e+04 3.337980468750000000e+04 4.489557812500000000e+04 6.055713281250000000e+04 8.192737500000000000e+04 1.187878046875000000e+05 1.868321562500000000e+05 2.948045312500000000e+05 4.556365312500000000e+05 6.550748125000000000e+05 9.083502500000000000e+05 1.228984125000000000e+06 1.655916375000000000e+06 2.243094750000000000e+06 3.063597000000000000e+06 4.238251000000000000e+06 5.912843000000000000e+06 8.255994500000000000e+06 1.160473800000000000e+07 1.792168600000000000e+07 2.760219600000000000e+07 4.260720000000000000e+07 6.237078400000000000e+07 8.976212000000000000e+07 1.266061600000000000e+08 1.762527680000000000e+08 2.436041120000000000e+08 3.368713280000000000e+08 4.706253120000000000e+08 6.565732480000000000e+08 9.193491200000000000e+08 1.285831040000000000e+09 1.786017792000000000e+09 2.478835456000000000e+09 3.443050496000000000e+09 4.803006464000000000e+09 6.729704960000000000e+09 9.471066112000000000e+09 1.331693363200000000e+10 1.865012633600000000e+10 2.614111641600000000e+10 3.672571494400000000e+10 4.801812889600000000e+10 5.853444096000000000e+10
